Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
F. Di Francesco,76,76,28,Lecce,Italy,"LW,RW",7500000,20000,78,70,73,80,39,60,Adult,Good Player
Thiago Mendes,76,76,30,Olympique Lyonnais,Brazil,"CDM,CB,CM",6500000,48000,68,67,74,75,73,74,Senior,Good Player
Helton Leite,76,76,31,SL Benfica,Brazil,GK,4000000,10000,75,73,70,78,53,75,Senior,Good Player
G. Cuéllar,76,76,29,Al Hilal,Colombia,CDM,6500000,35000,69,50,66,69,74,81,Adult,Good Player
I. Marcone,76,76,32,Club Atlético Independiente,Argentina,"CDM,CM",5000000,14000,44,62,72,69,73,77,Senior,Good Player
L. Dubois,76,76,27,Galatasaray SK,France,RB,7000000,51000,70,58,74,72,74,71,Adult,Good Player
L. Romero,76,76,28,Club Atlético Independiente,Argentina,"CDM,CM",6500000,15000,75,62,73,73,74,76,Adult,Good Player
L. Sigali,76,76,35,Racing Club,Argentina,CB,2000000,13000,66,51,57,61,77,76,Senior,Good Player
F. Angileri,76,76,28,Getafe CF,Argentina,"LB,LWB",7000000,25000,79,71,76,75,70,80,Adult,Good Player
L. Montipò,76,80,26,Hellas Verona,Italy,GK,8000000,20000,76,74,72,80,41,74,Adult,Good Player
S. Guirassy,76,79,26,VfB Stuttgart,France,ST,10000000,44000,68,75,66,75,38,75,Adult,Good Player
Ayoze Pérez,76,76,28,Leicester City,Spain,RW,7500000,75000,76,70,73,80,58,63,Adult,Good Player
Kenedy,76,77,26,Real Valladolid CF,Brazil,"LM,RM",9000000,23000,77,71,74,78,60,62,Adult,Good Player
A. Petagna,76,77,27,AC Monza,Italy,ST,9000000,48000,59,75,68,75,34,81,Adult,Good Player
Y. Sabaly,76,76,29,Real Betis Balompié,Senegal,"RB,RM",6500000,22000,77,46,64,71,73,70,Adult,Good Player
Álvaro García,76,76,29,Rayo Vallecano,Spain,LM,7500000,21000,91,67,71,75,37,45,Adult,Good Player
M. Philipp,76,76,28,VfL Wolfsburg,Germany,"CF,CAM",7500000,45000,76,78,71,78,42,61,Adult,Good Player
A. Sørloth,76,78,26,Real Sociedad,Norway,ST,9500000,48000,81,74,66,72,36,84,Adult,Good Player
Luan Peres,76,76,27,Fenerbahçe SK,Brazil,"LB,CB",7000000,51000,69,38,66,68,76,75,Adult,Good Player
Vanderson,76,85,21,AS Monaco,Brazil,"RM,RB",17000000,32000,78,62,74,75,69,69,Young,Good Player
C. Fassnacht,76,76,28,BSC Young Boys,Switzerland,"RM,LM",7500000,24000,82,70,70,75,37,72,Adult,Good Player
Germán,76,76,35,Racing Santander,Spain,CB,2000000,7000,45,40,58,55,78,78,Senior,Good Player
M. Bizot,76,76,31,Stade Brestois 29,Netherlands,GK,4000000,17000,79,73,69,76,46,75,Senior,Good Player
M. Ozdoev,76,76,29,Fatih Karagümrük S.K.,Russia,"CDM,CM",6500000,24000,75,71,74,76,73,74,Adult,Good Player
E. Sviatchenko,76,76,30,FC Midtjylland,Denmark,CB,6000000,25000,60,51,61,61,76,82,Senior,Good Player
Álex Fernández,76,76,29,Cádiz CF,Spain,"CAM,CM,LM",7500000,30000,53,71,80,73,67,63,Adult,Good Player
D. Vida,76,76,33,AEK Athens,Croatia,CB,3600000,1000,74,40,58,59,78,81,Senior,Good Player
R. Barkley,76,76,28,OGC Nice,England,"CAM,CM",7500000,40000,68,73,76,78,56,70,Adult,Good Player
Dani Rodríguez,76,76,34,RCD Mallorca,Spain,"LM,CAM,CM",3500000,25000,84,75,74,72,63,69,Senior,Good Player
D. Boyata,76,76,31,Club Brugge KV,Belgium,CB,5000000,22000,68,30,53,58,77,77,Senior,Good Player
N. Sliti,76,76,29,Ettifaq FC,Tunisia,LM,7500000,30000,73,72,72,80,34,68,Adult,Good Player
A. Mooy,76,76,31,Celtic,Australia,"CM,CAM",6000000,49000,62,72,78,74,69,75,Senior,Good Player
A. Townsend,76,76,30,Everton,England,RM,7000000,37000,74,73,75,79,38,65,Senior,Good Player
H. Seferović,76,76,30,Galatasaray SK,Switzerland,ST,7500000,15000,71,76,67,71,47,83,Senior,Good Player
X. Shaqiri,76,76,30,Chicago Fire Football Club,Switzerland,"CAM,RM",7000000,9000,69,75,79,79,45,62,Senior,Good Player
M. Braithwaite,76,76,31,RCD Espanyol de Barcelona,Denmark,"ST,LM",6500000,21000,79,76,72,78,35,74,Senior,Good Player
Jaume Costa,76,76,34,RCD Mallorca,Spain,"LB,LWB",2800000,23000,70,61,69,72,74,69,Senior,Good Player
M. Gonalons,76,76,33,Clermont Foot 63,France,"CDM,CM",3700000,18000,44,61,72,68,75,70,Senior,Good Player
M. Uth,76,76,30,1. FC Köln,Germany,"CAM,CF,ST",7000000,27000,72,77,74,76,40,68,Senior,Good Player
Juan Jesus,76,76,31,Napoli,Brazil,CB,5000000,41000,69,33,51,60,78,73,Senior,Good Player
J. Schlupp,76,76,29,Crystal Palace,Ghana,"LM,CM",7500000,51000,84,71,69,76,71,74,Adult,Good Player
D. Sidibé,76,76,29,AEK Athens,France,"RB,CB",6500000,1000,70,62,74,73,72,77,Adult,Good Player
K. Günter,76,78,27,Hellas Verona,Germany,CB,8000000,24000,62,46,64,65,77,71,Adult,Good Player
Luís Neto,76,76,34,Sporting CP,Portugal,CB,2400000,12000,64,37,55,56,78,73,Senior,Good Player
X. Mercier,76,76,32,Ferencvárosi TC,France,"CAM,CF",6000000,1000,66,71,81,73,47,64,Senior,Good Player
H. Van Crombrugge,76,78,29,RSC Anderlecht,Belgium,GK,6000000,18000,77,73,77,79,37,77,Adult,Good Player
Roque Mesa,76,76,33,Real Valladolid CF,Spain,"CM,CDM",4600000,23000,67,67,76,75,67,80,Senior,Good Player
T. Vilhena,76,76,27,US Salernitana 1919,Netherlands,"LM,CM",8000000,19000,73,72,76,77,73,77,Adult,Good Player
M. Elyounoussi,76,76,27,Southampton,Norway,"LM,ST,RM",8000000,49000,77,74,71,78,55,70,Adult,Good Player
R. Knoche,76,76,30,1. FC Union Berlin,Germany,CB,6000000,27000,51,41,52,50,78,72,Senior,Good Player
G. Defrel,76,76,31,U.S. Sassuolo Calcio,France,"CF,ST",6500000,33000,81,75,66,78,34,51,Senior,Good Player
J. Roussillon,76,76,29,VfL Wolfsburg,France,"LB,LM",6500000,38000,86,65,71,78,71,73,Adult,Good Player
S. Armstrong,76,76,30,Southampton,Scotland,"RM,CM",7000000,49000,70,77,73,76,65,71,Senior,Good Player
J. Kurtić,76,76,33,PAOK,Slovenia,CM,4600000,1000,58,76,75,72,73,76,Senior,Good Player
C. Tătărușanu,76,76,36,AC Milan,Romania,GK,825000,25000,74,74,73,77,45,78,Senior,Good Player
R. Falk,76,76,30,F.C. København,Denmark,CM,7000000,23000,77,59,72,80,68,70,Senior,Good Player
R. Saponara,76,76,30,Fiorentina,Italy,LW,7000000,50000,69,70,78,80,41,59,Senior,Good Player
K. Vogt,76,76,30,TSG Hoffenheim,Germany,"CB,CDM",6000000,29000,71,57,72,68,77,75,Senior,Good Player
C. Wood,76,76,30,Newcastle United,New Zealand,ST,7500000,77000,59,77,60,70,40,80,Senior,Good Player
J. Pastore,76,76,33,Elche CF,Argentina,"CAM,CM",4700000,20000,60,73,78,76,52,48,Senior,Good Player
Ó. Romero,76,76,29,Boca Juniors,Paraguay,"CAM,RM,CM",7500000,18000,74,69,76,79,65,66,Adult,Good Player
J. Bednarek,76,80,26,Aston Villa,Poland,CB,9000000,44000,48,22,53,55,77,78,Adult,Good Player
H. Wilson,76,79,25,Fulham,Wales,"RM,RW,CAM",10000000,49000,77,78,76,76,45,58,Adult,Good Player
É. Gutiérrez,76,77,27,PSV,Mexico,"CM,CDM",8500000,18000,68,71,75,75,69,69,Adult,Good Player
David Raya,76,78,26,Brentford,Spain,GK,7000000,33000,76,74,80,77,53,75,Adult,Good Player
S. Ingason,76,76,28,PAOK,Iceland,CB,6500000,1000,61,53,58,58,78,77,Adult,Good Player
L. Acosta,76,76,28,FC Cincinnati,Argentina,CAM,7500000,10000,79,66,71,83,46,56,Adult,Good Player
Lee Jae Sung,76,76,29,1. FSV Mainz 05,Korea Republic,"CM,CAM,CF",7500000,28000,68,64,75,81,57,61,Adult,Good Player
A. Morelos,76,78,26,Rangers FC,Colombia,ST,9500000,53000,77,75,68,72,43,81,Adult,Good Player
J. Staněk,76,79,26,FC Viktoria Plzeň,Czech Republic,GK,7500000,850,77,73,68,79,42,76,Adult,Good Player
H. Winks,76,78,26,U.C. Sampdoria,England,"CM,CDM",9000000,71000,60,59,76,77,71,64,Adult,Good Player
T. Baumgartl,76,79,26,1. FC Union Berlin,Germany,CB,8500000,16000,63,36,56,52,76,77,Adult,Good Player
S. Becker,76,77,27,1. FC Union Berlin,Suriname,"ST,RM",9000000,32000,95,75,67,77,35,68,Adult,Good Player
P. Bernardoni,76,81,25,Angers SCO,France,GK,9000000,16000,76,73,74,80,29,76,Adult,Good Player
H. Martín,76,76,29,Free agent,Mexico,ST,0,0,77,74,64,74,38,82,Adult,Good Player
S. Amrabat,76,79,25,Fiorentina,Morocco,"CDM,CM",9000000,40000,68,71,70,75,73,78,Adult,Good Player
Diego Rico,76,76,29,Real Sociedad,Spain,LB,6500000,28000,72,55,73,70,74,75,Adult,Good Player
D. Brooks,76,79,24,AFC Bournemouth,Wales,"RW,RM",10000000,42000,69,71,75,79,48,62,Adult,Good Player
S. Blanco,76,76,34,Portland Timbers,Argentina,"CAM,LM",3500000,9000,72,76,75,78,35,67,Senior,Good Player
Zaldúa,76,76,30,Cádiz CF,Spain,RB,6500000,26000,66,37,68,65,75,75,Senior,Good Player
Ł. Skorupski,76,76,31,Bologna,Poland,GK,4000000,23000,78,73,59,81,51,74,Senior,Good Player
J. Baumgartlinger,76,76,34,FC Augsburg,Austria,"CDM,CM",2600000,25000,54,49,69,68,76,76,Senior,Good Player
Aridane,76,76,33,CA Osasuna,Spain,CB,3600000,24000,50,36,54,54,75,85,Senior,Good Player
L. Cooper,76,76,30,Leeds United,Scotland,CB,6000000,34000,49,35,56,58,77,77,Senior,Good Player
A. Westwood,76,76,32,Burnley,England,"CDM,CM",5000000,38000,56,63,78,73,72,73,Senior,Good Player
B. Dost,76,76,33,FC Utrecht,Netherlands,ST,4800000,18000,44,78,56,64,46,75,Senior,Good Player
A. Budimir,76,76,30,CA Osasuna,Croatia,ST,7500000,29000,62,76,49,72,35,76,Senior,Good Player
M. Isla,76,76,34,Universidad Católica,Chile,RB,2800000,11000,77,54,73,75,72,73,Senior,Good Player
A. Ramsey,76,76,31,OGC Nice,Wales,"CM,CAM",6000000,38000,51,71,78,79,65,62,Senior,Good Player
G. Kakuta,76,76,31,Racing Club de Lens,Congo DR,CAM,6000000,30000,70,73,76,80,40,59,Senior,Good Player
P. van Aanholt,76,76,31,Galatasaray SK,Netherlands,LB,5500000,51000,83,68,72,75,72,73,Senior,Good Player
G. Escalante,76,76,29,US Cremonese,Argentina,"CDM,CM",6500000,40000,63,67,72,71,73,74,Adult,Good Player
B. Meling,76,77,27,Stade Rennais FC,Norway,LB,8000000,37000,82,55,71,75,70,68,Adult,Good Player
B. Santamaria,76,77,27,Stade Rennais FC,France,"CM,CDM",8500000,41000,49,65,72,74,73,74,Adult,Good Player
M. Borja,76,76,29,River Plate,Colombia,ST,7500000,19000,80,77,57,68,32,84,Adult,Good Player
L. Advíncula,76,76,32,Boca Juniors,Peru,RB,5000000,16000,91,64,69,74,69,82,Senior,Good Player
P. Terracciano,76,76,32,Fiorentina,Italy,GK,3700000,34000,76,73,70,79,41,78,Senior,Good Player
L. Robertone,76,80,25,Unión Deportiva Almería,Argentina,"CAM,CM,CDM",10500000,24000,85,73,74,78,69,74,Adult,Good Player
A. Skov Olsen,76,83,22,Club Brugge KV,Denmark,"RM,CAM,RW",15000000,21000,86,74,69,76,39,68,Young,Good Player
P. Struijk,76,83,22,Leeds United,Netherlands,"CB,CDM",14000000,29000,57,38,61,63,77,76,Young,Good Player
G. Nyamsi,76,80,25,RC Strasbourg Alsace,France,CB,9500000,22000,47,33,51,56,76,82,Adult,Good Player
S. Żurkowski,76,81,24,Fiorentina,Poland,CM,11500000,40000,82,73,73,77,71,80,Adult,Good Player
N. Casale,76,84,24,Lazio,Italy,CB,15500000,33000,74,53,66,68,77,77,Adult,Good Player
B. Soumaré,76,81,23,Leicester City,France,"CDM,CM",10500000,52000,68,56,73,74,70,80,Adult,Good Player
A. Mac Allister,76,82,23,Brighton & Hove Albion,Argentina,"CAM,CM",12000000,49000,69,77,78,75,56,62,Adult,Good Player
A. Boupendza,76,77,25,Al Shabab,Gabon,"LW,ST,RW",9000000,34000,84,77,67,79,27,74,Adult,Good Player
O. Alderete,76,80,25,Getafe CF,Paraguay,CB,9500000,25000,63,56,58,63,77,78,Adult,Good Player
Leo Baptistao,76,76,29,Unión Deportiva Almería,Brazil,"ST,RW,RM",7500000,28000,79,73,71,77,33,69,Adult,Good Player
Ander Guevara,76,81,24,Real Sociedad,Spain,CM,11500000,26000,50,64,74,72,73,69,Adult,Good Player
R. Yaremchuk,76,79,26,Club Brugge KV,Ukraine,ST,10000000,27000,79,75,70,71,45,74,Adult,Good Player
M. Ojeda,76,82,23,Godoy Cruz,Argentina,"RM,LM",12000000,10000,83,76,73,76,34,61,Adult,Good Player
L. Dendoncker,76,77,27,Aston Villa,Belgium,CM,8500000,66000,61,69,76,71,77,81,Adult,Good Player
David Seijalbo,76,76,26,Clube Atlético Mineiro,Brazil,CDM,7000000,30000,65,53,63,63,74,83,Adult,Good Player
Rubem Esteiro,76,76,34,Palmeiras,Brazil,"RM,CM",3500000,35000,76,65,73,76,54,61,Senior,Good Player
Nicolás Filhei,76,76,26,Palmeiras,Brazil,"CM,CAM",8000000,35000,72,69,76,76,57,45,Adult,Good Player
Óscar,76,81,24,RC Celta de Vigo,Spain,"CM,RM,LM",11500000,22000,59,75,76,76,56,55,Adult,Good Player
E. Dennis,76,80,24,Nottingham Forest,Nigeria,"ST,LW,RW",11000000,52000,87,75,62,77,38,71,Adult,Good Player
C. Ejuke,76,81,24,Hertha BSC,Nigeria,"LM,RM",11500000,25000,92,70,67,80,44,65,Adult,Good Player
F. Niță,76,76,34,Free agent,Romania,GK,0,0,76,76,69,78,27,77,Senior,Good Player
C. Rodríguez,76,81,25,Free agent,Mexico,"CAM,CM",0,0,77,67,73,78,66,67,Adult,Good Player
M. Moreno,76,77,27,Atlanta United,Argentina,"CAM,CM,LW",8500000,9000,87,70,72,79,53,62,Adult,Good Player
G. Konan,76,78,26,Al Nassr,Côte d'Ivoire,"LB,LWB",8500000,33000,78,51,68,75,72,71,Adult,Good Player
E. Eze,76,81,24,Crystal Palace,England,"CAM,CM,LM",11500000,42000,75,70,74,81,47,67,Adult,Good Player
Marc Roca,76,79,25,Leeds United,Spain,"CDM,CM",9000000,33000,45,62,76,72,70,67,Adult,Good Player
E. Barco,76,82,23,River Plate,Argentina,"LM,ST",12000000,8000,84,70,73,81,34,52,Adult,Good Player
J. Mateta,76,79,25,Crystal Palace,France,ST,10000000,51000,71,74,57,73,34,78,Adult,Good Player
R. Koch,76,80,25,Leeds United,Germany,"CB,CDM",9500000,33000,62,38,60,64,77,73,Adult,Good Player
F. Medina,76,79,23,Racing Club de Lens,Argentina,CB,9000000,24000,73,33,60,69,76,76,Adult,Good Player
J. Kluivert,76,81,23,Valencia CF,Netherlands,"LW,LM,RM",11500000,50000,88,73,69,79,36,62,Adult,Good Player
K. Bare,76,81,24,RCD Espanyol de Barcelona,Albania,"CDM,CM",10500000,15000,75,60,68,74,73,78,Adult,Good Player
E. Bardhi,76,76,26,Trabzonspor,North Macedonia,"LM,CM,RM",8000000,34000,71,78,77,78,57,51,Adult,Good Player
A. Maier,76,82,23,FC Augsburg,Germany,"CM,CDM",12000000,23000,70,61,73,75,69,72,Adult,Good Player
N. Bajrami,76,85,23,Empoli,Albania,"CAM,CF",16500000,11000,76,68,73,77,59,66,Adult,Good Player
N. Domínguez,76,82,24,Bologna,Argentina,"CM,CDM",12000000,27000,75,66,72,76,72,77,Adult,Good Player
Pierrino Faria,76,76,38,Santos,Brazil,GK,825000,13000,77,71,65,79,47,77,Senior,Good Player
Nelsildo Reis,76,79,22,Ceará Sporting Club,Brazil,GK,8000000,9000,76,77,77,74,53,76,Young,Good Player
Fred Aníbão,76,76,30,Club Athletico Paranaense,Brazil,GK,5000000,12000,71,77,76,77,32,72,Senior,Good Player
Trezeguet,76,76,27,Trabzonspor,Egypt,"LW,RW,RM",8000000,37000,77,74,73,78,36,65,Adult,Good Player
R. Oxford,76,81,23,FC Augsburg,England,"CB,CDM,RB",10000000,21000,68,33,54,62,77,75,Adult,Good Player
E. Bailly,76,77,28,Olympique de Marseille,Côte d'Ivoire,CB,7000000,83000,70,42,56,66,76,74,Adult,Good Player
N. Amiri,76,79,25,Bayer 04 Leverkusen,Germany,"CAM,CM",10000000,42000,67,72,77,81,50,67,Adult,Good Player
J. Bamba,76,77,26,LOSC Lille,France,LM,9000000,30000,84,71,72,78,39,67,Adult,Good Player
I. Provedel,76,77,28,Lazio,Italy,GK,6000000,33000,77,74,71,79,42,74,Adult,Good Player
O. Pineda,76,77,26,AEK Athens,Mexico,"LW,CM,RW",9000000,1000,81,74,72,79,62,66,Adult,Good Player
E. Boateng,76,79,26,Rio Ave FC,Ghana,"ST,LM",10000000,12000,91,74,59,75,40,77,Adult,Good Player
R. Kent,76,79,25,Rangers FC,England,LW,10000000,51000,91,72,71,78,45,63,Adult,Good Player
Z. Çelik,76,79,25,Roma,Turkey,"RWB,RM,RB",9000000,45000,77,59,69,71,73,78,Adult,Good Player
Sergio Rico,76,78,28,Paris Saint-Germain,Spain,GK,6500000,49000,77,73,75,80,47,73,Adult,Good Player
Moi Gómez,76,76,28,CA Osasuna,Spain,"LM,RM",7500000,28000,65,73,77,76,55,61,Adult,Good Player
Y. Abdelhamid,76,76,34,Stade de Reims,Morocco,CB,2400000,21000,32,33,57,62,76,80,Senior,Good Player
M. Stevanović,76,76,31,Servette FC,Bosnia and Herzegovina,"RW,RM",6000000,21000,83,69,74,75,38,69,Senior,Good Player
S. Prcić,76,76,28,RC Strasbourg Alsace,Bosnia and Herzegovina,"CDM,CM",6500000,24000,55,60,74,75,72,72,Adult,Good Player
M. De Sciglio,76,76,29,Juventus,Italy,"RB,LB",6500000,75000,67,46,70,75,76,69,Adult,Good Player
Pere Milla,76,76,29,Elche CF,Spain,"ST,LM,RM",7500000,23000,75,76,69,77,37,62,Adult,Good Player
C. Adams,76,78,25,Southampton,Scotland,ST,9500000,51000,81,77,62,75,40,77,Adult,Good Player
Antonaldinho,76,76,34,Clube Atlético Mineiro,Brazil,CB,2400000,30000,68,36,56,60,79,80,Senior,Good Player
T. Kehrer,76,79,25,West Ham United,Germany,"CB,RB",9000000,50000,75,44,65,66,76,78,Adult,Good Player
Lúcio Corteijo,76,76,34,América Futebol Clube,Brazil,RB,2800000,16000,77,45,66,64,74,73,Senior,Good Player
Silas Almeim,76,76,30,Ceará Sporting Club,Brazil,"LB,LM",6500000,13000,78,56,70,68,73,69,Senior,Good Player
A. Lunev,76,76,30,Bayer 04 Leverkusen,Russia,GK,5000000,32000,76,73,64,79,56,76,Senior,Good Player
Rubén Alcaraz,76,76,31,Cádiz CF,Spain,"CM,CDM",6000000,28000,56,73,77,71,75,81,Senior,Good Player
Fali,76,77,28,Cádiz CF,Spain,"CB,CDM,CM",7000000,27000,52,53,68,59,75,87,Adult,Good Player
V. Pavlidis,76,82,23,AZ Alkmaar,Greece,ST,12000000,11000,77,75,64,74,43,80,Adult,Good Player
L. García,76,80,24,AEK Athens,Trinidad and Tobago,RW,11000000,1000,87,68,70,82,33,72,Adult,Good Player
M. Svanberg,76,81,23,VfL Wolfsburg,Sweden,"CM,CDM",11500000,35000,77,68,75,77,63,69,Adult,Good Player
O. Idrissi,76,77,26,Feyenoord,Morocco,LW,9000000,13000,80,76,70,80,35,67,Adult,Good Player
L. Martínez Quarta,76,79,26,Fiorentina,Argentina,CB,8500000,42000,64,56,69,70,75,78,Adult,Good Player
G. Prömel,76,77,27,TSG Hoffenheim,Germany,"CM,CDM",8500000,32000,65,71,71,73,74,81,Adult,Good Player
Matheus Pereira,76,79,26,Al Hilal,Brazil,"CAM,CM,RW",10000000,36000,72,72,76,79,39,64,Adult,Good Player
J. St. Juste,76,80,25,Sporting CP,Netherlands,"CB,RB",9500000,12000,93,58,65,74,78,73,Adult,Good Player
Rubén Duarte,76,79,26,Deportivo Alavés,Spain,LB,9000000,12000,62,38,65,68,78,67,Adult,Good Player
G. Martínez,76,76,29,Al Nassr,Argentina,"RM,CAM,LM",7500000,38000,82,72,72,82,34,59,Adult,Good Player
W. Zimmerman,76,77,29,Nashville SC,United States,CB,7000000,9000,57,50,55,56,74,84,Adult,Good Player
M. Boselli,76,76,37,Estudiantes de La Plata,Argentina,ST,2600000,12000,54,79,63,67,39,78,Senior,Good Player
Y. Gerhardt,76,76,28,VfL Wolfsburg,Germany,CM,7500000,42000,69,69,74,75,72,76,Adult,Good Player
M. Olise,76,86,20,Crystal Palace,France,"RW,RM,CAM",16500000,40000,80,70,76,80,50,53,Young,Good Player
Sancet,76,85,22,Athletic Club de Bilbao,Spain,"ST,CM,CAM",17000000,24000,73,75,68,77,61,70,Young,Good Player
Trincão,76,83,22,Sporting CP,Portugal,"RW,RM",15000000,95000,78,70,70,80,39,59,Young,Good Player
M. Kudus,76,84,21,Ajax,Ghana,"CAM,CM,CF",17000000,12000,88,71,70,80,59,74,Young,Good Player
L. Suárez,76,83,24,Olympique de Marseille,Colombia,"ST,LM,CAM",15000000,34000,85,77,67,75,40,80,Adult,Good Player
T. Almada,76,87,21,Atlanta United,Argentina,"CAM,LW,RW",17000000,7000,85,72,71,82,52,62,Young,Good Player
Óscar Gil,76,81,24,RCD Espanyol de Barcelona,Spain,RB,10500000,15000,79,48,68,75,72,72,Adult,Good Player
R. Sottil,76,81,23,Fiorentina,Italy,"LW,RW",11500000,44000,87,66,69,78,34,52,Adult,Good Player
M. Solomon,76,85,22,Fulham,Israel,"LM,RM,CAM",17000000,900,80,71,74,79,43,57,Young,Good Player
Carlos Neva,76,79,26,Granada CF,Spain,"LB,LM",9000000,11000,77,52,63,71,73,66,Adult,Good Player
Edgar,76,80,25,Real Betis Balompié,Spain,"CB,CDM",9500000,20000,53,49,64,63,77,78,Adult,Good Player
K. Kvaratskhelia,76,88,21,Napoli,Georgia,"LW,CAM",18500000,37000,82,68,71,81,41,66,Young,Good Player
Tetê,76,86,22,Olympique Lyonnais,Brazil,"RW,RM",17000000,1000,82,72,72,79,41,56,Young,Good Player
Thierry Correia,76,82,23,Valencia CF,Portugal,"RB,RWB,RM",11000000,25000,90,49,68,75,70,70,Adult,Good Player
V. Mykolenko,76,83,23,Everton,Ukraine,"LB,LWB",14500000,29000,76,46,64,61,73,62,Adult,Good Player
Vivian,76,83,22,Athletic Club de Bilbao,Spain,CB,14000000,20000,70,43,55,60,77,77,Young,Good Player
L. Kalvach,76,78,26,FC Viktoria Plzeň,Czech Republic,"CDM,CM",8500000,1000,68,64,74,73,73,77,Adult,Good Player
K. Laba,76,76,30,Al Ain FC,Togo,ST,7500000,1000,78,76,63,69,25,80,Senior,Good Player
S. Weissman,76,79,26,Real Valladolid CF,Israel,ST,10000000,25000,75,79,65,69,38,72,Adult,Good Player
Z. Sanusi,76,80,25,FC Porto,Nigeria,LB,9500000,12000,93,37,56,64,74,72,Adult,Good Player
David Carmo,76,85,22,FC Porto,Portugal,CB,15500000,11000,50,28,53,51,77,79,Young,Good Player
B. Brobbey,76,85,20,Ajax,Netherlands,ST,16500000,13000,82,73,55,70,30,82,Young,Good Player
T. Pobega,76,85,22,AC Milan,Italy,CM,17000000,45000,76,77,72,76,74,79,Young,Good Player
L. Krejčí,76,84,23,AC Sparta Praha,Czech Republic,"CDM,CB,CM",15500000,900,67,66,67,68,74,84,Adult,Good Player
W. Singo,76,85,21,Torino F.C.,Côte d'Ivoire,"RWB,RM",16000000,26000,79,57,67,74,72,74,Young,Good Player
H. Boudaoui,76,82,22,OGC Nice,Algeria,"RM,CM",12000000,33000,74,65,71,79,72,72,Young,Good Player
A. Szalai,76,82,24,Fenerbahçe SK,Hungary,CB,11000000,44000,73,44,62,61,76,83,Adult,Good Player
Vinícius,76,77,27,Fulham,Brazil,ST,9000000,55000,71,76,61,73,41,79,Adult,Good Player
V. Buyalskyi,76,76,29,Dynamo Kyiv,Ukraine,"CM,CAM",7500000,1000,75,69,72,79,69,56,Adult,Good Player
P. Wimmer,76,85,21,VfL Wolfsburg,Austria,"RM,LM",17000000,30000,85,66,69,77,48,73,Young,Good Player
Igor,76,81,24,Fiorentina,Brazil,CB,10000000,36000,73,31,50,55,77,83,Adult,Good Player
Iuri Medeiros,76,76,27,SC Braga,Portugal,"CF,RW,RM",8000000,16000,75,72,75,82,34,56,Adult,Good Player
J. Reynolds,76,76,31,AFC Richmond,Republic of Ireland,CB,5000000,40000,64,31,50,60,77,77,Senior,Good Player
E. Winchester,76,78,26,AFC Richmond,Nigeria,CB,8000000,40000,70,29,60,48,75,77,Adult,Good Player
T. Zoreaux,76,77,28,AFC Richmond,Canada,GK,6000000,35000,76,77,72,80,37,71,Adult,Good Player
Miranda,76,84,22,Real Betis Balompié,Spain,LB,16000000,18000,77,58,68,74,72,65,Young,Good Player
D. Ljubičić,76,80,24,1. FC Köln,Austria,"RM,CDM",11000000,23000,78,67,71,75,72,78,Adult,Good Player
T. Mitchell,76,83,22,Crystal Palace,England,LB,14500000,38000,77,39,60,70,75,68,Young,Good Player
N. Tenaglia,76,79,26,Deportivo Alavés,Argentina,"RB,CB",9000000,15000,71,43,65,72,75,79,Adult,Good Player
Y. Belaïli,76,76,30,Stade Brestois 29,Algeria,"LM,CAM",7000000,23000,79,74,72,79,26,68,Senior,Good Player
M. Damsgaard,76,85,21,Brentford,Denmark,"LM,LW",17000000,33000,84,68,71,81,48,62,Young,Good Player
Mauro Júnior,76,82,23,PSV,Brazil,"RB,LB,CAM",11000000,14000,84,66,75,79,68,57,Adult,Good Player
J. Wind,76,82,23,VfL Wolfsburg,Denmark,"ST,CF",12000000,38000,66,74,70,74,36,80,Adult,Good Player
