Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
Bruno Henrique,74,74,32,Al Ittihad,Brazil,"CDM,CM",2800000,29000,61,67,74,69,71,76,Senior,Average
R. Gudiño,74,77,26,Atlanta United,Mexico,GK,4200000,6000,73,76,62,76,47,70,Adult,Average
Kaimo Lima,74,74,26,Fluminense,Brazil,"CB,CDM,LB",4000000,19000,74,63,69,68,75,70,Adult,Average
A. Castro-Montes,74,77,25,KAA Gent,Belgium,"RM,LM,RB",5500000,19000,73,69,71,73,70,68,Adult,Average
B. Decordova-Reid,74,74,29,Fulham,Jamaica,"RM,CAM",4099999,47000,77,71,69,76,57,63,Adult,Average
G. Ávalos,74,74,31,Argentinos Juniors,Paraguay,ST,3600000,14000,71,73,61,73,46,81,Senior,Average
Jamiro Monteiro,74,74,28,San Jose Earthquakes,Cape Verde Islands,"CM,CAM,LM",4200000,9000,75,63,73,78,64,75,Adult,Average
H. Koffi,74,78,25,Royal Charleroi S.C.,Burkina Faso,GK,4600000,10000,76,71,69,78,56,69,Adult,Average
L. Fer,74,74,32,Aytemiz Alanyaspor,Netherlands,"CDM,CM",2800000,18000,64,66,71,70,70,81,Senior,Average
M. Richter,74,77,24,Hertha BSC,Germany,"RM,CAM,LM",6000000,22000,75,71,67,78,34,61,Adult,Average
Petros,74,74,33,Al Fateh,Brazil,"CM,CDM",2600000,26000,64,67,70,73,72,83,Senior,Average
Marco Pereira,74,74,35,Santa Clara,Portugal,GK,475000,3000,74,69,77,74,57,73,Senior,Average
C. Larin,74,75,27,Club Brugge KV,Canada,"ST,LW,LM",4900000,24000,74,74,65,68,28,78,Adult,Average
I. Pussetto,74,76,26,U.C. Sampdoria,Argentina,"ST,CF",5500000,40000,78,72,63,77,25,60,Adult,Average
P. Gallese,74,74,32,Orlando City Soccer Club,Peru,GK,2100000,6000,75,72,66,77,47,70,Senior,Average
B. Espinosa,74,74,32,Girona FC,Colombia,CB,2700000,20000,39,44,58,51,73,78,Senior,Average
J. Kayembe,74,74,27,Royal Charleroi S.C.,Belgium,"LWB,LB,LM",4099999,13000,84,62,69,75,66,72,Adult,Average
A. Nyom,74,74,34,CD Leganés,Cameroon,"RB,RM,CB",1500000,11000,80,59,70,68,70,86,Senior,Average
A. Plata,74,74,31,Al Adalah,Colombia,"RM,RW,ST",3500000,19000,85,66,65,78,42,71,Senior,Average
B. Merlini,74,74,26,Club Libertad,Argentina,"LM,LW,RM",4600000,950,84,66,68,77,41,57,Adult,Average
Rubén Blanco,74,78,26,Olympique de Marseille,Spain,GK,4500000,15000,79,72,73,74,53,70,Adult,Average
J. Reine-Adélaïde,74,81,24,Olympique Lyonnais,France,"CM,RM",8500000,40000,71,70,72,79,54,64,Adult,Average
W. Foderingham,74,74,31,Sheffield United,England,GK,2200000,19000,74,71,72,76,44,73,Senior,Average
Luis Rioja,74,74,28,Deportivo Alavés,Spain,LM,4200000,12000,77,66,70,77,37,51,Adult,Average
V. Janelt,74,80,24,Brentford,Germany,"CM,CDM",6500000,34000,68,69,71,72,73,78,Adult,Average
R. Ofori,74,77,28,Orlando Pirates,Ghana,GK,3900000,750,74,71,77,73,42,75,Adult,Average
Murilo,74,74,27,Gil Vicente FC,Brazil,"RW,RM",4500000,12000,88,70,65,79,25,65,Adult,Average
A. Soumaoro,74,74,30,Bologna,France,CB,3500000,25000,53,37,54,55,73,78,Senior,Average
J. Murillo,74,74,30,U.C. Sampdoria,Colombia,CB,3500000,16000,71,40,61,63,73,77,Senior,Average
Calero,74,76,26,RCD Espanyol de Barcelona,Spain,"CB,CDM",4600000,15000,64,42,66,68,74,74,Adult,Average
M. D'Arpino,74,76,26,KV Oostende,France,"CDM,CM",4700000,11000,65,61,74,70,69,73,Adult,Average
J. Moder,74,83,23,Brighton & Hove Albion,Poland,"CM,CDM,LM",9500000,43000,68,70,74,72,69,75,Adult,Average
A. Zedadka,74,75,27,LOSC Lille,Algeria,RB,4400000,24000,81,55,65,74,65,65,Adult,Average
Dany Mota,74,80,24,AC Monza,Portugal,ST,6500000,37000,75,73,65,76,30,63,Adult,Average
D. Vanzeir,74,78,24,Royale Union Saint-Gilloise,Belgium,ST,6000000,15000,85,74,67,73,36,72,Adult,Average
R. Skov,74,75,26,TSG Hoffenheim,Denmark,"RW,LWB",5000000,31000,78,77,76,72,64,68,Adult,Average
C. Gamboa,74,74,32,VfL Bochum 1848,Costa Rica,RB,2900000,20000,88,48,66,72,69,71,Senior,Average
M. Pereyra,74,74,32,Orlando City Soccer Club,Uruguay,"CAM,CM",3300000,8000,69,65,75,75,54,66,Senior,Average
A. Hahn,74,74,31,FC Augsburg,Germany,"ST,RM",3600000,26000,69,74,68,70,55,83,Senior,Average
Hugo Guillamón,74,82,22,Valencia CF,Spain,"CDM,CB,CM",9000000,22000,58,51,66,64,74,71,Young,Average
Meirelinson,74,74,30,Sport Club Corinthians Paulista,Brazil,CB,3500000,23000,71,45,66,72,75,70,Senior,Average
X. Chavalerin,74,74,31,ESTAC Troyes,France,"CM,LM,CDM",3500000,17000,59,67,73,71,69,75,Senior,Average
Sergio Gómez,74,83,21,Manchester City,Spain,"LB,RM,LM",9000000,53000,70,70,74,75,69,66,Young,Average
E. Zhegrova,74,81,23,LOSC Lille,Kosovo,RM,8500000,23000,79,67,68,78,25,60,Adult,Average
K. Diatta,74,81,23,AS Monaco,Senegal,"RM,RW,LM",8500000,34000,91,69,66,76,47,67,Adult,Average
P. Zinckernagel,74,74,27,Standard de Liège,Denmark,"CAM,LW,CM",4500000,15000,87,70,70,75,42,68,Adult,Average
Abel Ruiz,74,83,22,SC Braga,Spain,ST,9500000,13000,74,74,66,75,38,67,Young,Average
S. Simón,74,84,20,River Plate,Argentina,"RM,CM",9500000,11000,77,63,72,75,66,72,Young,Average
Y. Karamoh,74,78,23,Torino F.C.,France,"LW,LM",6000000,33000,78,68,69,77,31,60,Adult,Average
A. Armstrong,74,77,25,Southampton,England,"ST,LW",5500000,45000,84,75,66,75,35,69,Adult,Average
Barrenetxea,74,83,20,Real Sociedad,Spain,LW,9500000,21000,78,71,63,80,24,48,Young,Average
O. Aina,74,76,25,Torino F.C.,Nigeria,"LWB,LM,RM",4900000,30000,83,60,66,73,70,74,Adult,Average
Jordi Masip,74,74,33,Real Valladolid CF,Spain,GK,1400000,15000,74,72,68,74,63,72,Senior,Average
Marlon,74,77,26,AC Monza,Brazil,CB,4900000,850,68,44,59,67,75,77,Adult,Average
G. Gallon,74,76,29,ESTAC Troyes,France,GK,3500000,14000,75,71,72,76,40,73,Adult,Average
M. Matvienko,74,79,26,Shakhtar Donetsk,Ukraine,"CB,LB",5500000,850,76,48,67,69,74,74,Adult,Average
Kiko Femenía,74,74,31,Villarreal CF,Spain,"RB,LB",3100000,24000,74,57,70,74,70,67,Senior,Average
A. Smith,74,74,31,AFC Bournemouth,England,"RB,RWB,LB",3100000,36000,66,60,69,70,72,71,Senior,Average
R. Bertrand,74,74,32,Leicester City,England,LB,2900000,53000,68,53,71,72,72,70,Senior,Average
V. Pilař,74,74,33,FC Viktoria Plzeň,Czech Republic,"LM,RM",2600000,1000,80,69,68,78,39,56,Senior,Average
L. Milivojević,74,74,31,Crystal Palace,Serbia,"CDM,CM",3000000,39000,47,70,73,66,73,69,Senior,Average
Ángel,74,74,35,RCD Mallorca,Spain,"ST,CAM",1800000,18000,69,75,62,74,34,65,Senior,Average
N. Zalewski,74,86,20,Roma,Poland,LM,10000000,34000,83,59,70,76,55,55,Young,Average
Michael Dimeira,74,74,30,São Paulo,Brazil,"CAM,RM",4099999,31000,86,64,71,78,39,52,Senior,Average
C. Bassogog,74,74,26,Shanghai Shenhua FC,Cameroon,"ST,RM,RW",4700000,14000,90,71,62,77,38,74,Adult,Average
M. Haïdara,74,74,29,Racing Club de Lens,Mali,"LWB,CB",3700000,26000,76,52,62,71,70,78,Adult,Average
M. Diagne,74,74,30,Fatih Karagümrük S.K.,Senegal,ST,4099999,24000,64,74,56,63,29,72,Senior,Average
A. Robinson,74,77,24,Fulham,United States,"LB,LWB",5500000,35000,87,47,64,73,69,72,Adult,Average
J. Beyer,74,79,22,Burnley,Germany,"CB,RB",6000000,19000,73,34,59,66,75,69,Young,Average
Y. Sugawara,74,78,22,AZ Alkmaar,Japan,"RB,RW",5500000,8000,82,53,72,72,66,71,Young,Average
Pedro Mendes,74,74,31,Montpellier Hérault SC,Portugal,CB,2900000,19000,59,38,51,61,74,76,Senior,Average
J. Siebatcheu,74,77,26,1. FC Union Berlin,United States,ST,5500000,28000,67,73,60,71,29,74,Adult,Average
Brian Oliván,74,74,28,RCD Espanyol de Barcelona,Spain,"LB,CB",3800000,16000,74,56,65,69,69,75,Adult,Average
André Almeida,74,74,31,SL Benfica,Portugal,RB,3100000,11000,61,63,75,71,75,73,Senior,Average
Ewerton,74,76,25,SK Slavia Praha,Brazil,"LM,RM",5500000,1000,82,70,67,78,25,57,Adult,Average
C. Jullien,74,74,29,Montpellier Hérault SC,France,CB,3500000,20000,64,50,62,56,73,74,Adult,Average
B. Cuesta,74,74,33,FBC Melgar,Argentina,ST,2700000,1000,67,79,56,62,27,70,Senior,Average
A. Mierzejewski,74,74,35,Henan Songshan Longmen FC,Poland,"CAM,ST,RM",1700000,9000,74,75,73,76,47,73,Senior,Average
M. Erlić,74,79,24,U.S. Sassuolo Calcio,Croatia,CB,6000000,21000,64,34,49,52,74,73,Adult,Average
M. Trésor,74,82,23,KRC Genk,Belgium,"CAM,LW",9500000,13000,79,68,70,79,29,52,Adult,Average
Diogo Gonçalves,74,77,25,SL Benfica,Portugal,"RW,RM,RWB",5500000,13000,84,72,70,75,67,71,Adult,Average
Borja Sánchez,74,75,26,Real Oviedo,Spain,LM,5000000,10000,76,69,73,74,41,66,Adult,Average
Zeca,74,74,33,F.C. København,Greece,"CDM,CM",2100000,19000,72,59,68,69,72,71,Senior,Average
Manu Sánchez,74,83,21,CA Osasuna,Spain,"LB,LWB,LM",9000000,25000,72,44,62,68,72,60,Young,Average
Pedro Pereira,74,80,24,Aytemiz Alanyaspor,Portugal,"RWB,RM",6000000,30000,76,39,66,71,69,66,Adult,Average
C. Bernardi,74,74,32,Club Atlético Colón,Argentina,"CAM,RM,CM",3300000,13000,78,72,70,78,50,65,Senior,Average
M. Munetsi,74,79,26,Stade de Reims,Zimbabwe,"CDM,CM,CB",5500000,19000,58,59,65,69,71,77,Adult,Average
Gonzalo Villar,74,80,24,U.C. Sampdoria,Spain,"CM,CDM",6500000,40000,54,57,74,77,69,67,Adult,Average
I. Success,74,77,26,Udinese Calcio,Nigeria,ST,5500000,17000,73,71,66,75,38,67,Adult,Average
D. Lainez,74,83,22,SC Braga,Mexico,"RM,CM,CAM",9500000,17000,76,64,70,80,49,50,Young,Average
O. Tannane,74,74,28,N.E.C. Nijmegen,Morocco,"CAM,RW",4200000,12000,82,76,72,78,41,71,Adult,Average
M. Camara,74,78,24,Stade Brestois 29,France,"CDM,CM",5500000,7000,63,57,67,71,73,74,Adult,Average
B. Dieng,74,80,21,Olympique de Marseille,Senegal,ST,7000000,26000,80,75,60,71,33,62,Young,Average
J. Rinne,74,76,29,Al Fateh,Sweden,GK,3500000,20000,73,72,74,75,46,72,Adult,Average
Kike Barja,74,77,25,CA Osasuna,Spain,"RM,LM",5500000,22000,73,66,69,73,35,59,Adult,Average
I. Piris,74,74,33,Club Libertad,Paraguay,"RB,LB",2200000,850,83,48,62,70,70,74,Senior,Average
C. Carter-Vickers,74,83,24,Celtic,United States,CB,8500000,34000,74,26,55,63,74,81,Adult,Average
T. Kędziora,74,74,28,Dynamo Kyiv,Poland,"RB,CB",3800000,900,77,46,66,64,72,74,Adult,Average
G. Magnani,74,78,26,Hellas Verona,Italy,CB,5000000,21000,78,37,45,50,76,72,Adult,Average
Mauro Cildinho,74,74,26,Atlético Clube Goianiense,Brazil,RB,4200000,12000,74,46,68,74,69,58,Adult,Average
Luquinhas,74,77,25,New York Red Bulls,Brazil,"RW,CAM,LW",5500000,9000,82,67,68,79,35,57,Adult,Average
M. Saracchi,74,79,24,Levante Unión Deportiva,Uruguay,"LB,LWB",6000000,9000,80,63,71,76,69,69,Adult,Average
J. Stephens,74,74,28,AFC Bournemouth,England,CB,3600000,41000,50,42,61,67,75,73,Adult,Average
A. Soñora,74,80,23,Club Atlético Independiente,United States,"CAM,CM,CDM",6500000,12000,73,66,77,76,65,66,Adult,Average
R. Cabella,74,74,32,LOSC Lille,France,CAM,3300000,27000,71,70,74,78,39,52,Senior,Average
D. da Costa,74,74,28,1. FSV Mainz 05,Germany,RWB,3800000,23000,73,56,65,68,72,81,Adult,Average
L. Reyes,74,74,31,Deportivo Ñublense,Chile,"CDM,CM",3000000,8000,65,59,66,70,71,77,Senior,Average
Wesley,74,78,25,Levante Unión Deportiva,Brazil,ST,6000000,61000,65,74,67,70,38,83,Adult,Average
D. Brašanac,74,74,30,CA Osasuna,Serbia,"CM,CDM,CAM",4000000,23000,49,70,71,71,71,71,Senior,Average
A. Claude-Maurice,74,77,24,Racing Club de Lens,France,"CM,LM,LW",5500000,29000,80,71,72,79,69,69,Adult,Average
R. Bellanova,74,82,22,Inter,Italy,"RWB,RM",9000000,4000,87,32,61,68,67,72,Young,Average
A. Gravillon,74,78,24,Stade de Reims,France,"CB,RB",5500000,16000,59,42,48,55,74,77,Adult,Average
A. Elanga,74,85,20,Manchester United,Sweden,"RW,LW,RM",9500000,63000,88,66,64,75,38,57,Young,Average
A. Souquet,74,74,30,Montpellier Hérault SC,France,RB,3600000,19000,66,59,70,71,71,69,Senior,Average
J. Osorio,74,74,30,Toronto FC,Canada,"CM,CDM,LM",4000000,8000,61,69,71,76,63,68,Senior,Average
U. Bozok,74,77,25,Trabzonspor,Turkey,ST,5500000,31000,78,73,63,74,33,69,Adult,Average
S. Hefti,74,79,24,Genoa,Switzerland,RB,6000000,4000,77,49,64,66,70,81,Adult,Average
Joaquín,74,79,26,Real Valladolid CF,Spain,"CB,CDM",5500000,18000,64,45,60,55,74,80,Adult,Average
S. Szymański,74,83,23,Feyenoord,Poland,"CAM,LW",9500000,9000,83,66,74,76,38,49,Adult,Average
M. Aarons,74,79,22,Norwich City,England,"RB,RWB",6000000,29000,80,42,64,75,70,73,Young,Average
D. Gazdag,74,77,26,Philadelphia Union,Hungary,"CAM,CM",5500000,8000,76,73,67,76,54,63,Adult,Average
Mariano,74,74,28,Real Madrid CF,Dominican Republic,ST,4300000,110000,74,76,61,71,45,78,Adult,Average
A. Hack,74,75,28,1. FSV Mainz 05,Germany,CB,4000000,23000,66,34,60,53,75,76,Adult,Average
S. Aziz,74,74,31,Fenerbahçe SK,Turkey,CB,2900000,45000,69,32,51,55,74,79,Senior,Average
D. Zima,74,81,21,Torino F.C.,Czech Republic,CB,8000000,23000,74,38,54,63,76,76,Young,Average
R. Cannon,74,80,24,Boavista FC,United States,"RWB,RB,CB",6000000,11000,91,36,60,69,67,75,Adult,Average
H. Akbunar,74,74,28,KVC Westerlo,Turkey,"RM,LM",4200000,13000,84,67,70,76,38,57,Adult,Average
N. Radonjić,74,75,26,Torino F.C.,Serbia,"LW,RW,CF",5000000,34000,88,71,69,74,30,58,Adult,Average
L. Traoré,74,84,21,Shakhtar Donetsk,Burkina Faso,ST,9500000,750,78,72,57,69,30,76,Young,Average
Borja García,74,74,31,Girona FC,Spain,"CM,LM",3500000,22000,73,69,73,74,60,66,Senior,Average
André André,74,74,32,Vitória de Guimarães,Portugal,"CM,CDM",3300000,10000,64,69,75,75,68,70,Senior,Average
K. Tete,74,76,26,Fulham,Netherlands,RB,4800000,41000,75,47,66,68,73,75,Adult,Average
M. Gulde,74,74,31,Sport-Club Freiburg,Germany,CB,2900000,22000,69,40,51,57,76,72,Senior,Average
L. Pratto,74,74,34,Vélez Sarsfield,Argentina,ST,2100000,15000,70,74,69,69,58,80,Senior,Average
G. Giménez,74,74,30,Chicago Fire Football Club,Paraguay,"CDM,CM",3500000,8000,64,61,71,73,67,83,Senior,Average
L. Vietto,74,74,28,Al Hilal,Argentina,"CAM,LW,ST",4200000,34000,76,70,72,78,45,64,Adult,Average
E. Roco,74,74,29,Elche CF,Chile,CB,3500000,17000,32,41,55,58,75,76,Adult,Average
D. Bertaud,74,79,24,Montpellier Hérault SC,France,GK,5000000,13000,74,69,73,77,53,73,Adult,Average
J. Kenny,74,75,25,Hertha BSC,England,"RB,LB",4600000,22000,70,49,65,70,71,70,Adult,Average
G. Holtmann,74,74,27,VfL Bochum 1848,Philippines,"LW,RW",4500000,23000,94,67,67,73,56,60,Adult,Average
C. Führich,74,78,24,VfB Stuttgart,Germany,"RM,ST",6000000,19000,83,68,69,75,54,59,Adult,Average
D. Siovas,74,74,33,Fortuna Sittard,Greece,CB,2000000,13000,33,44,54,60,75,75,Senior,Average
A. Mirante,74,74,38,AC Milan,Italy,GK,475000,22000,71,73,65,74,44,75,Senior,Average
Nico Williams,74,86,19,Athletic Club de Bilbao,Spain,"RM,LM",10000000,13000,91,67,65,77,33,58,Young,Average
F. Sacko,74,75,27,Montpellier Hérault SC,Mali,RB,4400000,9000,92,45,61,72,67,73,Adult,Average
Vesga,74,74,29,Athletic Club de Bilbao,Spain,CM,4099999,23000,41,63,70,66,75,78,Adult,Average
J. Devecchi,74,77,26,Club Atlético Aldosivi,Argentina,GK,4200000,10000,74,71,62,76,47,77,Adult,Average
D. de Wit,74,77,24,AZ Alkmaar,Netherlands,"CAM,CM",6000000,9000,67,74,71,70,73,87,Adult,Average
Dani Cárdenas,74,79,25,Levante Unión Deportiva,Spain,GK,4900000,8000,76,69,71,79,44,70,Adult,Average
Henrique Dourado,74,74,32,Henan Songshan Longmen FC,Brazil,ST,3400000,13000,72,75,63,66,34,84,Senior,Average
S. Schwab,74,74,31,PAOK,Austria,"CM,CDM",3500000,1000,63,71,75,72,70,76,Senior,Average
H. Belkebla,74,75,28,Stade Brestois 29,Algeria,"CDM,CM",4099999,20000,55,49,71,70,69,73,Adult,Average
O. Tufan,74,75,27,Hull City,Turkey,"CM,CAM",4800000,17000,79,73,72,75,71,77,Adult,Average
B. Johnson,74,82,22,West Ham United,England,"RB,LB",9000000,40000,76,38,62,67,73,71,Young,Average
Melero,74,74,28,Unión Deportiva Almería,Spain,"CM,CDM",4200000,23000,53,75,73,70,70,75,Adult,Average
E. Alioski,74,74,30,Fenerbahçe SK,North Macedonia,"LB,LM",3600000,45000,78,72,71,73,67,76,Senior,Average
K. Narey,74,74,27,PAOK,Germany,"RW,RB",4500000,1000,82,67,68,75,62,73,Adult,Average
Lino Essier,74,74,30,São Paulo,Brazil,CB,3500000,28000,67,45,68,66,73,79,Senior,Average
R. Dickie,74,77,26,Queens Park Rangers,England,CB,4900000,28000,61,45,52,59,74,78,Adult,Average
Gérson Damesio,74,74,30,Flamengo,Brazil,CB,3500000,28000,51,42,49,57,76,76,Senior,Average
R. Battaglia,74,74,30,RCD Mallorca,Argentina,"CM,CDM",4000000,22000,60,65,67,70,74,77,Senior,Average
Bebé,74,74,31,Rayo Vallecano,Cape Verde Islands,"RM,LM,ST",3500000,18000,82,77,71,72,41,83,Senior,Average
F. Niederlechner,74,74,31,FC Augsburg,Germany,ST,3600000,26000,68,75,63,73,35,78,Senior,Average
M. Klich,74,74,32,Leeds United,Poland,"CM,CDM",3300000,33000,65,71,74,72,66,72,Senior,Average
Jaume,74,74,31,Valencia CF,Spain,GK,2200000,21000,71,74,74,75,58,71,Senior,Average
Aitor Ruibal,74,75,26,Real Betis Balompié,Spain,"RM,LM,RB",5000000,20000,85,73,67,74,42,60,Adult,Average
N. Mendy,74,74,30,Leicester City,Senegal,"CDM,CM",3500000,53000,60,54,69,75,73,66,Senior,Average
M. Schneiderlin,74,74,32,OGC Nice,France,"CDM,CM",2800000,31000,45,58,70,70,73,74,Senior,Average
N. Kalinić,74,74,34,Hajduk Split,Croatia,ST,2100000,1000,62,74,64,72,42,67,Senior,Average
I. Diallo,74,82,23,Southampton,France,"CDM,CM",9000000,34000,65,48,65,70,71,74,Adult,Average
L. Hoyos,74,74,33,Vélez Sarsfield,Argentina,GK,1400000,10000,79,69,68,80,62,66,Senior,Average
P. Piatti,74,74,33,Estudiantes de La Plata,Argentina,"RM,LM",2600000,13000,77,73,72,75,47,50,Senior,Average
M. Leitsch,74,79,24,1. FSV Mainz 05,Germany,CB,6000000,19000,82,37,57,58,76,71,Adult,Average
M. Jensen,74,77,26,Brentford,Denmark,"CM,CDM",5500000,39000,67,62,76,72,67,71,Adult,Average
I. Traoré,74,74,33,SK Slavia Praha,Côte d'Ivoire,"CDM,CAM,CM",2100000,1000,60,65,71,73,69,80,Senior,Average
C. Kouamé,74,79,24,Fiorentina,Côte d'Ivoire,ST,6500000,39000,83,71,63,74,39,73,Adult,Average
C. Dagba,74,77,23,RC Strasbourg Alsace,France,RB,5500000,43000,77,56,69,74,70,60,Adult,Average
J. Brabec,74,74,29,Free agent,Czech Republic,CB,0,0,68,51,62,63,73,77,Adult,Average
K. Dawson,74,74,30,Club Atlético Peñarol,Uruguay,GK,2800000,700,73,72,71,73,31,76,Senior,Average
T. Weah,74,81,22,LOSC Lille,United States,"RM,LM,ST",8500000,23000,86,71,67,75,45,61,Young,Average
B. Zuculini,74,74,29,River Plate,Argentina,"CDM,CM",3600000,15000,69,65,68,70,72,80,Adult,Average
N. Schulz,74,74,29,Borussia Dortmund,Germany,"LB,LM",3700000,33000,85,46,65,67,70,80,Adult,Average
M. van Ginkel,74,74,29,PSV,Netherlands,"CM,CDM",4099999,16000,58,74,75,73,69,73,Adult,Average
L. Kübler,74,74,29,Sport-Club Freiburg,Germany,"RB,RWB,RM",3700000,23000,75,46,59,64,73,68,Adult,Average
I. Grbić,74,78,26,Atlético de Madrid,Croatia,GK,4500000,29000,75,70,73,75,28,73,Adult,Average
E. Díaz,74,77,26,Club Atlético Talleres,Argentina,"LB,CB",5000000,13000,73,49,68,72,71,81,Adult,Average
Eltildo Correia,74,74,30,Clube Atlético Mineiro,Brazil,"CB,RB,LB",3500000,26000,56,50,61,51,76,75,Senior,Average
Carlos Fernández,74,76,26,Real Sociedad,Spain,"ST,CAM",5500000,28000,67,76,64,74,27,67,Adult,Average
K. Boateng,74,74,35,Hertha BSC,Ghana,"CAM,CM,CDM",1700000,19000,48,74,74,77,65,69,Senior,Average
Otávio Cairinho,74,74,30,Palmeiras,Brazil,"CB,RB",3500000,28000,58,50,58,53,75,74,Senior,Average
J. Riedewald,74,75,25,Crystal Palace,Netherlands,"CDM,CM",4500000,37000,60,56,74,69,73,67,Adult,Average
Moisés,74,74,34,Shandong Taishan,Brazil,"CDM,CM,ST",1400000,18000,70,74,72,71,71,78,Senior,Average
Paulo Victor,74,74,35,Ettifaq FC,Brazil,GK,475000,12000,69,70,70,78,42,75,Senior,Average
Caio Nunson,74,74,22,Fortaleza,Brazil,"CB,LB",4400000,10000,59,50,61,59,73,76,Young,Average
A. Castro,74,74,27,Club Atlético Tigre,Argentina,"CAM,CM,RM",4500000,12000,77,72,71,76,65,69,Adult,Average
B. Samba,74,77,28,Racing Club de Lens,Congo,GK,3900000,21000,75,73,76,74,53,71,Adult,Average
A. Izzo,74,74,30,AC Monza,Italy,CB,3500000,32000,67,33,47,65,75,75,Senior,Average
Robson Denho,74,74,30,Atlético Clube Goianiense,Brazil,"CDM,CM",3500000,12000,64,59,72,63,73,77,Senior,Average
Yoel,74,74,33,SD Eibar,Spain,GK,1400000,8000,74,73,70,71,38,72,Senior,Average
M. Ristić,74,77,26,SL Benfica,Serbia,"LB,LWB",5000000,11000,75,61,66,73,69,68,Adult,Average
T. Zwane,74,74,32,Mamelodi Sundowns FC,South Africa,"CAM,LW,RW",3300000,1000,78,68,70,76,49,63,Senior,Average
K. Onisiwo,74,74,30,1. FSV Mainz 05,Austria,ST,4099999,26000,80,70,66,73,50,82,Senior,Average
K. Linetty,74,75,27,Torino F.C.,Poland,"CM,CF",4800000,35000,64,63,71,75,72,69,Adult,Average
S. Barreto,74,79,23,Club Atlético Independiente,Argentina,CB,6000000,11000,76,30,47,51,73,81,Adult,Average
Germano Cuba,74,74,26,Palmeiras,Brazil,"LB,CAM,LM",4200000,28000,88,68,68,76,67,57,Adult,Average
D. Doekhi,74,80,24,1. FC Union Berlin,Netherlands,CB,6000000,20000,56,42,59,64,74,81,Adult,Average
G. Herrera,74,75,30,Club Atlético Talleres,Argentina,GK,3200000,11000,74,72,72,75,59,74,Senior,Average
P. Mwene,74,74,28,PSV,Austria,"RB,LB",3800000,15000,79,50,66,74,68,70,Adult,Average
L. Gil,74,74,31,Colo-Colo,Argentina,"CM,CDM",3500000,7000,63,65,75,72,66,77,Senior,Average
T. Cantwell,74,77,24,Norwich City,England,"LM,CM,RM",6000000,32000,73,67,71,76,42,51,Adult,Average
H. Hajradinović,74,74,28,Kasimpaşa SK,Bosnia and Herzegovina,"CM,CAM",4200000,14000,75,67,76,76,54,70,Adult,Average
Nicholas Aldair,74,74,30,Fluminense,Brazil,ST,4099999,22000,67,75,68,72,38,77,Senior,Average
M. Hasebe,74,74,38,Eintracht Frankfurt,Japan,"CB,CDM",750000,16000,52,51,72,70,76,60,Senior,Average
I. Louza,74,79,23,Watford,Morocco,"CM,CDM",6500000,32000,61,64,73,76,63,60,Adult,Average
Bruno Varela,74,76,27,Vitória de Guimarães,Portugal,GK,3900000,8000,74,70,63,78,39,72,Adult,Average
S. Longstaff,74,80,24,Newcastle United,England,CM,6500000,54000,61,65,72,72,68,67,Adult,Average
C. Pellerano,74,74,40,Independiente del Valle,Argentina,"CDM,CM",0,650,52,65,68,61,70,78,Senior,Average
A. McGregor,74,74,40,Rangers FC,Scotland,GK,475000,19000,73,73,69,74,36,76,Senior,Average
A. Moris,74,74,32,Royale Union Saint-Gilloise,Luxembourg,GK,2100000,11000,74,71,79,75,47,72,Senior,Average
Óscar Valentín,74,75,27,Rayo Vallecano,Spain,"CDM,CM",4300000,16000,63,45,65,63,72,74,Adult,Average
R. Morioka,74,74,31,Royal Charleroi S.C.,Japan,"CM,CAM",3500000,14000,49,69,76,71,73,73,Senior,Average
Víctor Chust,74,83,22,Cádiz CF,Spain,CB,9000000,20000,69,30,50,51,76,65,Young,Average
Douglas Carvalheira,74,74,34,Flamengo,Brazil,LB,1500000,28000,90,40,61,71,69,69,Senior,Average
Ruiz de Galarreta,74,74,28,RCD Mallorca,Spain,"CDM,CM",3700000,21000,67,59,70,73,69,69,Adult,Average
W. Hennessey,74,74,35,Nottingham Forest,Wales,GK,475000,23000,76,74,77,71,40,74,Senior,Average
